id_operation,reference,libelle_operation,date_operation,date_comptable,montant,sens,type_operation,statut_operation,id_compte
2379,OP002379,Écarter matière résister élever.,2023-11-18,2023-11-18,956,DEBIT,retrait,en attente,17
2380,OP002380,Fusil guerre.,2023-10-19,2023-10-19,19,CREDIT,retrait,valide,17
2381,OP002381,Fait sourd.,2023-10-03,2023-10-03,1185,CREDIT,versement,en attente,17
2382,OP002382,Sauvage.,2023-09-27,2023-09-27,610,DEBIT,versement,valide,17
2383,OP002383,Amener court ventre trésor.,2023-09-24,2023-09-24,1172,CREDIT,retrait,valide,17
2384,OP002384,Car avant sable.,2023-09-22,2023-09-22,1766,CREDIT,retrait,valide,17
2385,OP002385,Côte rue feuille.,2023-09-11,2023-09-11,581,CREDIT,virement,en attente,17
2386,OP002386,Battre foule genre.,2023-08-24,2023-08-24,1510,DEBIT,versement,valide,17
2387,OP002387,Envoyer qui.,2023-09-04,2023-09-04,424,CREDIT,versement,valide,17
2388,OP002388,Entrée connaissance.,2023-09-13,2023-09-13,1856,DEBIT,virement,en attente,17
2389,OP002389,Crise soulever.,2023-09-09,2023-09-09,102,DEBIT,retrait,en attente,17
2390,OP002390,Sauvage longtemps.,2023-07-29,2023-07-29,385,DEBIT,retrait,en attente,17
2391,OP002391,Promener saisir nous.,2023-08-13,2023-08-13,1998,CREDIT,retrait,en attente,17
2392,OP002392,Monsieur prétendre nouveau frère.,2023-08-03,2023-08-03,1574,DEBIT,retrait,valide,17
2393,OP002393,Image mentir vue.,2023-07-03,2023-07-03,133,CREDIT,retrait,en attente,17
2394,OP002394,Étoile carte.,2023-07-18,2023-07-18,1536,CREDIT,retrait,valide,17
2395,OP002395,Lentement violence fixe accompagner.,2023-07-01,2023-07-01,1132,DEBIT,versement,en attente,17
2396,OP002396,Durer charger tout.,2023-07-10,2023-07-10,1916,DEBIT,versement,en attente,17
2397,OP002397,Entraîner appartenir.,2023-06-09,2023-06-09,1648,DEBIT,retrait,en attente,17
2398,OP002398,Dimanche importer.,2023-06-07,2023-06-07,1883,DEBIT,versement,valide,17
2399,OP002399,Accorder tromper.,2023-06-09,2023-06-09,694,DEBIT,retrait,en attente,17
2400,OP002400,Affaire fortune chanter.,2023-04-27,2023-04-27,112,CREDIT,retrait,en attente,17
2401,OP002401,Discuter.,2023-04-30,2023-04-30,697,CREDIT,virement,en attente,17
2402,OP002402,Morceau détail.,2023-05-07,2023-05-07,336,DEBIT,versement,valide,17
2403,OP002403,Tromper.,2023-04-26,2023-04-26,1698,DEBIT,versement,valide,17
2404,OP002404,Cela troubler parent.,2023-04-09,2023-04-09,1857,CREDIT,virement,valide,17
2405,OP002405,Sable garçon.,2023-04-04,2023-04-04,1298,CREDIT,versement,valide,17
2406,OP002406,Combien toute.,2023-03-29,2023-03-29,1238,DEBIT,virement,valide,17
2407,OP002407,Construire son.,2023-04-17,2023-04-17,215,CREDIT,versement,en attente,17
2408,OP002408,Politique traverser.,2023-04-16,2023-04-16,1240,DEBIT,virement,en attente,17
2409,OP002409,Fixe genou.,2023-02-25,2023-02-25,1940,CREDIT,versement,en attente,17
2410,OP002410,Oncle habiller peser.,2023-03-18,2023-03-18,1416,DEBIT,virement,valide,17
2411,OP002411,Jeter siège conseil.,2023-03-07,2023-03-07,1478,CREDIT,virement,en attente,17
2412,OP002412,Lourd président absolument représenter.,2023-02-21,2023-02-21,1893,CREDIT,versement,valide,17
2413,OP002413,Court cerveau.,2023-02-14,2023-02-14,11,DEBIT,versement,valide,17
2414,OP002414,Remercier qualité triste mer.,2023-02-14,2023-02-14,906,CREDIT,versement,en attente,17
2415,OP002415,Rocher sauter.,2023-01-23,2023-01-23,1980,DEBIT,virement,valide,17
2416,OP002416,Départ.,2023-01-23,2023-01-23,865,DEBIT,virement,en attente,17
2417,OP002417,Place joli obtenir.,2023-02-16,2023-02-16,700,DEBIT,versement,valide,17
2418,OP002418,Autorité signe droit.,2022-12-25,2022-12-25,1350,CREDIT,retrait,en attente,17
2419,OP002419,Signer étroit.,2023-01-18,2023-01-18,907,CREDIT,virement,en attente,17
2420,OP002420,Puissant éviter.,2023-01-16,2023-01-16,1576,CREDIT,versement,valide,17
2421,OP002421,Vieux quart.,2022-12-23,2022-12-23,274,CREDIT,versement,valide,17
2422,OP002422,Même nécessaire.,2025-11-27,2025-11-27,1531,CREDIT,versement,valide,18
2423,OP002423,Vieux chercher amener.,2025-12-12,2025-12-12,1374,DEBIT,virement,valide,18
2424,OP002424,Lui connaissance ciel.,2025-12-07,2025-12-07,599,DEBIT,retrait,valide,18
2425,OP002425,Importance enfant français.,2025-12-13,2025-12-13,1423,DEBIT,virement,en attente,18
2426,OP002426,Rencontrer rapide.,2025-11-15,2025-11-15,1930,DEBIT,virement,en attente,18
2427,OP002427,Tenir fil plein.,2025-11-18,2025-11-18,1047,CREDIT,virement,valide,18
2428,OP002428,Ou pain content.,2025-11-02,2025-11-02,624,DEBIT,virement,en attente,18
2429,OP002429,Un humide nuit.,2025-10-31,2025-10-31,1272,DEBIT,versement,en attente,18
2430,OP002430,Ligne retomber apprendre.,2025-09-25,2025-09-25,1546,DEBIT,retrait,en attente,18
2431,OP002431,Affaire as prendre.,2025-10-15,2025-10-15,103,CREDIT,retrait,valide,18
2432,OP002432,Drôle quoi.,2025-10-18,2025-10-18,131,CREDIT,retrait,valide,18
2433,OP002433,Quand rouler veille.,2025-09-29,2025-09-29,49,CREDIT,versement,en attente,18
2434,OP002434,Avec armer.,2025-09-18,2025-09-18,160,CREDIT,versement,en attente,18
2435,OP002435,Crise sauver pendant.,2025-09-04,2025-09-04,548,DEBIT,versement,valide,18
2436,OP002436,Son paraître.,2025-09-04,2025-09-04,1035,CREDIT,versement,valide,18
2437,OP002437,Pas savoir premier.,2025-08-28,2025-08-28,1832,DEBIT,versement,valide,18
2438,OP002438,Pourquoi chance.,2025-09-01,2025-09-01,1747,CREDIT,retrait,en attente,18
2439,OP002439,Choisir un inquiétude chef.,2025-08-19,2025-08-19,15,CREDIT,retrait,en attente,18
2440,OP002440,Dur.,2025-08-07,2025-08-07,1563,DEBIT,retrait,en attente,18
2441,OP002441,Faute midi.,2025-08-19,2025-08-19,456,DEBIT,versement,en attente,18
2442,OP002442,De mauvais.,2025-07-17,2025-07-17,1020,DEBIT,retrait,en attente,18
2443,OP002443,Auquel précéder vaincre.,2025-07-11,2025-07-11,276,CREDIT,virement,en attente,18
2444,OP002444,Réduire page lequel que.,2025-07-16,2025-07-16,950,CREDIT,virement,valide,18
2445,OP002445,Me peu.,2025-06-14,2025-06-14,1364,DEBIT,virement,valide,18
2446,OP002446,Ciel mériter instinct visage.,2025-06-10,2025-06-10,687,DEBIT,virement,valide,18
2447,OP002447,Sac descendre accord.,2025-05-27,2025-05-27,1622,DEBIT,versement,valide,18
2448,OP002448,Prévoir confier note.,2025-05-30,2025-05-30,1843,CREDIT,versement,valide,18
2449,OP002449,Risquer rayon second.,2025-06-08,2025-06-08,510,DEBIT,versement,en attente,18
2450,OP002450,Bout devant difficile.,2025-05-11,2025-05-11,507,DEBIT,virement,valide,18
2451,OP002451,Ferme important couche.,2025-05-17,2025-05-17,796,CREDIT,retrait,valide,18
2452,OP002452,Choix ailleurs malade.,2025-04-24,2025-04-24,288,DEBIT,retrait,en attente,18
2453,OP002453,Plus vieillard.,2025-05-05,2025-05-05,694,CREDIT,retrait,valide,18
2454,OP002454,Partir risquer oser.,2025-05-17,2025-05-17,360,CREDIT,retrait,valide,18
2455,OP002455,Noir premier.,2025-04-18,2025-04-18,482,DEBIT,retrait,valide,18
2456,OP002456,Arracher semblable.,2025-03-25,2025-03-25,27,DEBIT,retrait,en attente,18
2457,OP002457,Avenir craindre réalité.,2025-04-08,2025-04-08,1076,DEBIT,virement,en attente,18
2458,OP002458,Dominer toile dame.,2025-04-05,2025-04-05,958,DEBIT,versement,valide,18
2459,OP002459,Yeux surprendre.,2025-03-05,2025-03-05,244,DEBIT,retrait,valide,18
2460,OP002460,Près campagne voiture précis.,2025-03-12,2025-03-12,1471,DEBIT,virement,valide,18
2461,OP002461,Nombreux désirer corps.,2025-03-06,2025-03-06,1444,DEBIT,virement,valide,18
2462,OP002462,Essuyer abandonner il un.,2025-02-08,2025-02-08,1867,DEBIT,versement,en attente,18
2463,OP002463,Vaste arriver dresser.,2025-01-27,2025-01-27,18,CREDIT,versement,valide,18
2464,OP002464,Séparer commencer.,2025-02-06,2025-02-06,227,DEBIT,versement,en attente,18
2465,OP002465,Saluer nombreux.,2025-01-02,2025-01-02,770,CREDIT,versement,valide,18
2466,OP002466,Mince pendant accepter.,2024-12-27,2024-12-27,1215,CREDIT,versement,en attente,18
2467,OP002467,Douze un diriger.,2024-12-28,2024-12-28,973,DEBIT,versement,valide,18
2468,OP002468,Retirer fruit.,2024-12-02,2024-12-02,1068,DEBIT,versement,valide,18
2469,OP002469,Non violence vendre.,2024-11-25,2024-11-25,1593,CREDIT,virement,en attente,18
2470,OP002470,Donner assurer.,2024-12-02,2024-12-02,1577,DEBIT,virement,en attente,18
2471,OP002471,Réflexion vision calmer.,2024-11-30,2024-11-30,1940,DEBIT,versement,en attente,18
2472,OP002472,Dehors dépasser bouche.,2024-10-25,2024-10-25,1052,CREDIT,retrait,en attente,18
2473,OP002473,Adresser système ensuite.,2024-10-23,2024-10-23,119,DEBIT,versement,valide,18
2474,OP002474,Avant dernier.,2024-11-14,2024-11-14,1489,CREDIT,virement,valide,18
2475,OP002475,Toucher complètement si.,2024-10-14,2024-10-14,1138,DEBIT,versement,en attente,18
2476,OP002476,Objet causer envelopper.,2024-10-02,2024-10-02,271,DEBIT,virement,valide,18
2477,OP002477,Tout retenir creuser.,2024-10-18,2024-10-18,526,DEBIT,retrait,en attente,18
2478,OP002478,Bande guère enfin.,2024-09-11,2024-09-11,1351,DEBIT,versement,valide,18
2479,OP002479,Autrefois retrouver fumer.,2024-08-27,2024-08-27,1771,DEBIT,virement,en attente,18
2480,OP002480,Prévoir fumée.,2024-09-08,2024-09-08,1192,DEBIT,versement,valide,18
2481,OP002481,Dormir jeter saint.,2024-08-29,2024-08-29,269,DEBIT,virement,valide,18
2482,OP002482,Politique page.,2024-08-13,2024-08-13,113,CREDIT,versement,valide,18
2483,OP002483,Remonter souvenir.,2024-08-12,2024-08-12,1755,DEBIT,virement,en attente,18
2484,OP002484,Peine travers magnifique silencieux.,2024-08-04,2024-08-04,745,DEBIT,versement,valide,18
2485,OP002485,Politique secret mériter.,2024-08-12,2024-08-12,773,DEBIT,virement,valide,18
2486,OP002486,Avoir casser trois.,2024-08-03,2024-08-03,201,CREDIT,retrait,valide,18
2487,OP002487,Drôle après.,2024-07-11,2024-07-11,820,DEBIT,virement,valide,18
2488,OP002488,Réfléchir fatigue.,2024-07-08,2024-07-08,1474,DEBIT,retrait,en attente,18
2489,OP002489,Parti non forme.,2024-07-05,2024-07-05,738,CREDIT,versement,valide,18
2490,OP002490,Long affaire.,2024-06-30,2024-06-30,1110,DEBIT,virement,valide,18
2491,OP002491,Venir marquer.,2024-06-19,2024-06-19,1344,DEBIT,versement,valide,18
2492,OP002492,Pourquoi essayer.,2024-06-06,2024-06-06,1408,DEBIT,retrait,en attente,18
2493,OP002493,Roi fort.,2024-06-07,2024-06-07,1781,DEBIT,virement,valide,18
2494,OP002494,Force chaque bientôt.,2024-06-16,2024-06-16,1943,DEBIT,retrait,valide,18
2495,OP002495,Nécessaire indiquer supposer.,2024-05-24,2024-05-24,1987,CREDIT,virement,en attente,18
2496,OP002496,Milieu somme lorsque.,2024-05-14,2024-05-14,318,DEBIT,virement,valide,18
2497,OP002497,Valoir même si.,2024-05-06,2024-05-06,1007,DEBIT,versement,valide,18
2498,OP002498,Sembler manquer.,2024-05-08,2024-05-08,841,CREDIT,retrait,en attente,18
2499,OP002499,Leur surprendre.,2024-05-05,2024-05-05,1963,DEBIT,retrait,valide,18
2500,OP002500,Journée.,2024-04-07,2024-04-07,1914,DEBIT,virement,en attente,18
2501,OP002501,Action rouge.,2024-04-08,2024-04-08,750,DEBIT,retrait,en attente,18
2502,OP002502,Inventer vol.,2024-03-26,2024-03-26,1572,CREDIT,retrait,valide,18
2503,OP002503,Mieux conscience l'une trembler.,2024-04-05,2024-04-05,1986,CREDIT,retrait,valide,18
2504,OP002504,Calme avec.,2024-03-29,2024-03-29,637,DEBIT,versement,valide,18
2505,OP002505,Secret commun.,2024-03-06,2024-03-06,714,DEBIT,retrait,en attente,18
2506,OP002506,Soutenir besoin quartier quant à.,2024-03-14,2024-03-14,939,DEBIT,virement,valide,18
2507,OP002507,Fils.,2024-03-07,2024-03-07,285,CREDIT,virement,valide,18
2508,OP002508,En monde.,2024-03-10,2024-03-10,1993,DEBIT,retrait,valide,18
2509,OP002509,Parcourir effacer retirer.,2024-02-23,2024-02-23,851,DEBIT,versement,en attente,18
2510,OP002510,Gagner élément tout.,2024-02-02,2024-02-02,1434,CREDIT,retrait,valide,18
2511,OP002511,Ami.,2024-02-16,2024-02-16,1400,DEBIT,versement,en attente,18
2512,OP002512,Nombreux gens.,2024-01-31,2024-01-31,1956,DEBIT,versement,en attente,18
2513,OP002513,Début doucement accomplir devoir.,2024-02-15,2024-02-15,1319,DEBIT,versement,en attente,18
2514,OP002514,Facile place couche approcher.,2024-01-24,2024-01-24,1466,DEBIT,versement,en attente,18
2515,OP002515,Pain.,2024-01-12,2024-01-12,421,CREDIT,virement,valide,18
2516,OP002516,Silence autorité absolument.,2023-12-27,2023-12-27,1987,CREDIT,retrait,valide,18
2517,OP002517,Fixe profond.,2024-01-08,2024-01-08,1375,DEBIT,retrait,valide,18
2518,OP002518,Puisque siècle endormir.,2024-01-12,2024-01-12,512,CREDIT,virement,valide,18
2519,OP002519,Pleurer chair passer.,2023-12-12,2023-12-12,168,DEBIT,versement,en attente,18
2520,OP002520,Secrétaire.,2023-11-22,2023-11-22,1379,CREDIT,retrait,valide,18
2521,OP002521,Juger manier regarder.,2023-12-08,2023-12-08,1482,CREDIT,retrait,en attente,18
2522,OP002522,Lors marcher.,2023-11-25,2023-11-25,1500,CREDIT,versement,en attente,18
2523,OP002523,Fonction changement rentrer.,2023-12-04,2023-12-04,687,CREDIT,retrait,en attente,18
2524,OP002524,Sûr aspect.,2023-10-26,2023-10-26,1940,CREDIT,virement,en attente,18
2525,OP002525,Haute servir en.,2023-11-12,2023-11-12,904,CREDIT,versement,en attente,18
2526,OP002526,Comment respect rentrer.,2023-10-23,2023-10-23,564,CREDIT,retrait,en attente,18
2527,OP002527,Si pendant français.,2023-10-25,2023-10-25,140,CREDIT,virement,en attente,18
2528,OP002528,Voix.,2023-11-15,2023-11-15,171,DEBIT,retrait,en attente,18
2529,OP002529,Autrement accord peu donc.,2023-10-19,2023-10-19,1106,DEBIT,versement,en attente,18
2530,OP002530,Un jardin.,2023-09-23,2023-09-23,1928,CREDIT,versement,valide,18
2531,OP002531,Soi aussi.,2023-09-23,2023-09-23,709,DEBIT,retrait,valide,18
2532,OP002532,Âme haut précéder flot.,2023-10-09,2023-10-09,1620,CREDIT,versement,en attente,18
2533,OP002533,Toi depuis haut.,2023-09-10,2023-09-10,1739,CREDIT,virement,valide,18
2534,OP002534,Pouvoir reste.,2023-08-23,2023-08-23,1899,DEBIT,virement,en attente,18
2535,OP002535,Muet semaine loup.,2023-08-23,2023-08-23,575,DEBIT,virement,en attente,18
2536,OP002536,Prononcer toile.,2023-08-26,2023-08-26,1479,DEBIT,retrait,valide,18
2537,OP002537,Grand.,2023-08-16,2023-08-16,1921,CREDIT,virement,en attente,18
2538,OP002538,Apparence soi faim.,2023-07-30,2023-07-30,1125,DEBIT,virement,valide,18
2539,OP002539,Beau supposer cinquante.,2023-08-06,2023-08-06,1682,DEBIT,retrait,en attente,18
2540,OP002540,Ennemi vendre fils.,2023-08-10,2023-08-10,447,DEBIT,retrait,en attente,18
2541,OP002541,Bon grandir.,2023-06-28,2023-06-28,1587,CREDIT,virement,valide,18
2542,OP002542,Fleur immense espoir.,2023-06-28,2023-06-28,1860,DEBIT,virement,valide,18
2543,OP002543,Vide saint.,2023-07-04,2023-07-04,1935,CREDIT,virement,valide,18
2544,OP002544,Apparaître le.,2023-06-17,2023-06-17,764,CREDIT,virement,en attente,18
2545,OP002545,Main personne.,2023-06-09,2023-06-09,330,DEBIT,retrait,en attente,18
2546,OP002546,Parce Que regard contraire.,2023-05-27,2023-05-27,1845,DEBIT,retrait,en attente,18
2547,OP002547,Monter justice nombre.,2023-05-11,2023-05-11,1738,CREDIT,virement,valide,18
2548,OP002548,Rêver sourire.,2023-05-04,2023-05-04,407,DEBIT,versement,valide,18
2549,OP002549,Expression somme.,2023-04-27,2023-04-27,1093,CREDIT,retrait,valide,18
2550,OP002550,Étendue glace.,2023-05-12,2023-05-12,1863,CREDIT,retrait,en attente,18
2551,OP002551,Âme prêter sentir.,2023-04-01,2023-04-01,890,CREDIT,versement,en attente,18
2552,OP002552,Construire sommeil.,2023-04-06,2023-04-06,395,DEBIT,retrait,valide,18
2553,OP002553,Retour loup devoir arbre.,2023-04-16,2023-04-16,580,DEBIT,versement,valide,18
2554,OP002554,Général lieu plante.,2023-02-25,2023-02-25,741,DEBIT,retrait,valide,18
2555,OP002555,Quatre continuer accuser.,2023-03-19,2023-03-19,1909,CREDIT,retrait,valide,18
2556,OP002556,Courir unique.,2023-03-18,2023-03-18,61,DEBIT,retrait,valide,18
2557,OP002557,Nord songer.,2023-02-24,2023-02-24,272,DEBIT,retrait,valide,18
2558,OP002558,Matin curiosité saluer.,2023-03-09,2023-03-09,958,DEBIT,virement,en attente,18
2559,OP002559,Possible absence.,2023-01-31,2023-01-31,626,DEBIT,versement,valide,18
2560,OP002560,Danger nécessaire.,2023-01-26,2023-01-26,1891,DEBIT,retrait,valide,18
2561,OP002561,Salut accuser adresser.,2023-02-04,2023-02-04,346,DEBIT,virement,valide,18
2562,OP002562,Auprès.,2023-01-07,2023-01-07,1284,CREDIT,retrait,valide,18
2563,OP002563,Juste rôle.,2023-01-03,2023-01-03,1598,CREDIT,virement,valide,18
2564,OP002564,Étendre en pur.,2022-12-31,2022-12-31,1330,DEBIT,versement,en attente,18
2565,OP002565,Peu afin de suffire.,2025-12-08,2025-12-08,271,CREDIT,versement,en attente,19
2566,OP002566,Inviter.,2025-11-23,2025-11-23,1839,DEBIT,virement,valide,19
2567,OP002567,Escalier à science.,2025-12-14,2025-12-14,318,CREDIT,virement,valide,19
2568,OP002568,Mener annoncer quart.,2025-10-31,2025-10-31,1255,DEBIT,virement,en attente,19
2569,OP002569,Après entrer asseoir pointe.,2025-11-08,2025-11-08,1756,CREDIT,versement,valide,19
2570,OP002570,Pur moins doigt.,2025-10-25,2025-10-25,735,DEBIT,virement,valide,19
2571,OP002571,Force silence.,2025-11-06,2025-11-06,884,DEBIT,versement,en attente,19
2572,OP002572,Recueillir témoin lumière convenir.,2025-11-18,2025-11-18,971,CREDIT,virement,valide,19
2573,OP002573,Geste disparaître rapidement.,2025-10-05,2025-10-05,103,DEBIT,retrait,en attente,19
2574,OP002574,Fier front.,2025-09-24,2025-09-24,1975,DEBIT,versement,valide,19
2575,OP002575,Aventure précis flamme.,2025-09-23,2025-09-23,1758,DEBIT,retrait,valide,19
2576,OP002576,Plante inviter auprès.,2025-10-16,2025-10-16,38,CREDIT,virement,valide,19
2577,OP002577,Énorme nu prière.,2025-10-07,2025-10-07,214,CREDIT,versement,valide,19
2578,OP002578,Présent trace réserver.,2025-08-29,2025-08-29,1157,DEBIT,versement,valide,19
2579,OP002579,Papa exiger dominer.,2025-08-23,2025-08-23,1019,CREDIT,versement,en attente,19
2580,OP002580,Part impression matin.,2025-09-02,2025-09-02,1770,CREDIT,retrait,en attente,19
2581,OP002581,Planche discussion.,2025-09-13,2025-09-13,674,CREDIT,retrait,valide,19
2582,OP002582,Devoir savoir.,2025-09-15,2025-09-15,439,DEBIT,versement,valide,19
2583,OP002583,Ramener interroger expression.,2025-08-14,2025-08-14,1893,DEBIT,versement,valide,19
2584,OP002584,Revoir interroger tout.,2025-07-26,2025-07-26,1254,CREDIT,retrait,valide,19
2585,OP002585,Humain.,2025-08-08,2025-08-08,1157,DEBIT,versement,valide,19
2586,OP002586,Coeur écraser saint.,2025-06-26,2025-06-26,1972,CREDIT,retrait,valide,19
2587,OP002587,Mêler un.,2025-07-07,2025-07-07,384,CREDIT,virement,en attente,19
2588,OP002588,Marché sable fin.,2025-06-29,2025-06-29,110,CREDIT,virement,en attente,19
2589,OP002589,Veiller prière soi.,2025-06-17,2025-06-17,1761,DEBIT,versement,valide,19
2590,OP002590,Début mouvement.,2025-06-11,2025-06-11,822,CREDIT,retrait,valide,19
2591,OP002591,Coup impossible haut.,2025-05-24,2025-05-24,493,DEBIT,retrait,en attente,19
2592,OP002592,Secret avis.,2025-04-22,2025-04-22,1154,CREDIT,virement,en attente,19
2593,OP002593,Aile dépasser.,2025-05-15,2025-05-15,37,DEBIT,virement,en attente,19
2594,OP002594,Rose résister silence crier.,2025-05-14,2025-05-14,831,DEBIT,versement,en attente,19
2595,OP002595,Même réduire.,2025-04-07,2025-04-07,479,CREDIT,versement,en attente,19
2596,OP002596,Traîner endormir.,2025-04-07,2025-04-07,139,CREDIT,versement,en attente,19
2597,OP002597,Flot énergie.,2025-03-25,2025-03-25,985,DEBIT,retrait,en attente,19
2598,OP002598,Hasard propos résultat.,2025-04-11,2025-04-11,1174,DEBIT,virement,valide,19
2599,OP002599,Toucher conscience fumée.,2025-04-08,2025-04-08,187,CREDIT,versement,en attente,19
2600,OP002600,Jeune décider.,2025-03-17,2025-03-17,1169,CREDIT,retrait,en attente,19
2601,OP002601,Premier.,2025-03-11,2025-03-11,44,DEBIT,versement,en attente,19
2602,OP002602,Achever empire remplacer.,2025-03-01,2025-03-01,443,CREDIT,retrait,en attente,19
2603,OP002603,Forme lèvre.,2025-01-25,2025-01-25,388,DEBIT,retrait,valide,19
2604,OP002604,Véritable conclure.,2025-01-25,2025-01-25,290,DEBIT,retrait,valide,19
2605,OP002605,Village trembler.,2025-02-06,2025-02-06,334,DEBIT,virement,en attente,19
2606,OP002606,Savoir.,2025-02-16,2025-02-16,288,DEBIT,virement,en attente,19
2607,OP002607,Écrire obliger mode.,2025-01-13,2025-01-13,1180,DEBIT,versement,en attente,19
2608,OP002608,Journée réveiller.,2024-12-31,2024-12-31,836,CREDIT,versement,en attente,19
2609,OP002609,Assez tache.,2025-01-07,2025-01-07,84,CREDIT,virement,valide,19
2610,OP002610,Tout mot avant.,2024-12-06,2024-12-06,1014,CREDIT,virement,valide,19
2611,OP002611,Oncle toujours partager.,2024-11-24,2024-11-24,1242,DEBIT,virement,en attente,19
2612,OP002612,Sentier saisir sueur.,2024-11-29,2024-11-29,807,DEBIT,retrait,en attente,19
2613,OP002613,Hiver aussi agiter.,2024-11-01,2024-11-01,1983,CREDIT,versement,en attente,19
2614,OP002614,Fauteuil besoin apparence.,2024-11-08,2024-11-08,495,DEBIT,versement,en attente,19
2615,OP002615,Français vêtir énorme.,2024-11-13,2024-11-13,246,DEBIT,versement,en attente,19
2616,OP002616,Cesse asseoir voyage.,2024-11-09,2024-11-09,642,DEBIT,virement,en attente,19
2617,OP002617,Nous chaque ajouter ignorer.,2024-11-14,2024-11-14,487,DEBIT,virement,valide,19
2618,OP002618,Vieillard éteindre aimer rêver.,2024-10-16,2024-10-16,1210,DEBIT,retrait,valide,19
2619,OP002619,Effort autrefois.,2024-09-25,2024-09-25,724,CREDIT,retrait,en attente,19
2620,OP002620,Seuil scène figurer.,2024-10-10,2024-10-10,1163,CREDIT,retrait,en attente,19
2621,OP002621,Appel tard.,2024-08-28,2024-08-28,112,DEBIT,virement,en attente,19
2622,OP002622,Supporter lequel habitant.,2024-09-02,2024-09-02,960,CREDIT,retrait,en attente,19
2623,OP002623,Aider calme.,2024-09-02,2024-09-02,1372,CREDIT,retrait,en attente,19
2624,OP002624,Mauvais conclure titre.,2024-08-01,2024-08-01,927,CREDIT,retrait,valide,19
2625,OP002625,Mois aider.,2024-08-06,2024-08-06,1681,DEBIT,retrait,en attente,19
2626,OP002626,Important car.,2024-08-06,2024-08-06,1424,DEBIT,retrait,en attente,19
2627,OP002627,Passion président.,2024-08-18,2024-08-18,57,CREDIT,virement,en attente,19
2628,OP002628,Tout.,2024-06-27,2024-06-27,461,CREDIT,virement,valide,19
2629,OP002629,Conscience plante curieux.,2024-07-01,2024-07-01,1523,CREDIT,retrait,en attente,19
2630,OP002630,Lutter offrir.,2024-06-30,2024-06-30,391,CREDIT,retrait,valide,19
2631,OP002631,Décider inspirer.,2024-07-16,2024-07-16,1817,CREDIT,virement,en attente,19
2632,OP002632,Terre geste jamais.,2024-06-09,2024-06-09,431,DEBIT,versement,en attente,19
2633,OP002633,Traîner fixer.,2024-06-01,2024-06-01,964,DEBIT,virement,en attente,19
2634,OP002634,Entrer sauvage douceur.,2024-06-08,2024-06-08,235,DEBIT,versement,valide,19
2635,OP002635,Lire chute.,2024-05-06,2024-05-06,1391,DEBIT,retrait,en attente,19
2636,OP002636,Occuper vie proposer.,2024-05-12,2024-05-12,170,CREDIT,versement,en attente,19
2637,OP002637,Herbe jambe parti.,2024-05-03,2024-05-03,1281,CREDIT,versement,en attente,19
2638,OP002638,Hasard étendre.,2024-05-08,2024-05-08,1899,CREDIT,retrait,en attente,19
2639,OP002639,Plusieurs haut faute.,2024-04-10,2024-04-10,686,CREDIT,retrait,valide,19
2640,OP002640,Faire remonter.,2024-04-10,2024-04-10,1462,CREDIT,virement,en attente,19
2641,OP002641,Condamner chambre monsieur discussion.,2024-03-31,2024-03-31,258,CREDIT,versement,valide,19
2642,OP002642,Point séparer oublier.,2024-03-12,2024-03-12,1717,CREDIT,retrait,en attente,19
2643,OP002643,Un beauté éternel.,2024-03-10,2024-03-10,473,CREDIT,retrait,en attente,19
2644,OP002644,Placer justice.,2024-03-19,2024-03-19,1086,DEBIT,virement,valide,19
2645,OP002645,Entretenir bas.,2024-03-18,2024-03-18,1225,CREDIT,versement,en attente,19
2646,OP002646,Jeune fond différent.,2024-03-15,2024-03-15,1249,CREDIT,versement,valide,19
2647,OP002647,Aussi droite tache pierre.,2024-01-29,2024-01-29,1684,CREDIT,virement,valide,19
2648,OP002648,Élément traverser remplir.,2024-02-14,2024-02-14,222,DEBIT,versement,en attente,19
2649,OP002649,Hiver produire unique vraiment.,2024-02-15,2024-02-15,135,DEBIT,virement,en attente,19
2650,OP002650,Auquel mariage.,2024-01-26,2024-01-26,98,CREDIT,retrait,en attente,19
2651,OP002651,Lettre son.,2024-01-23,2024-01-23,1072,CREDIT,virement,en attente,19
2652,OP002652,Vêtement sonner placer.,2023-12-28,2023-12-28,1616,CREDIT,retrait,en attente,19
2653,OP002653,Rester plaisir haut.,2024-01-04,2024-01-04,1649,DEBIT,virement,valide,19
2654,OP002654,Prouver complet.,2024-01-12,2024-01-12,30,DEBIT,retrait,en attente,19
2655,OP002655,Inconnu.,2024-01-01,2024-01-01,896,CREDIT,retrait,valide,19
2656,OP002656,Tout.,2024-01-15,2024-01-15,1491,DEBIT,versement,valide,19
2657,OP002657,Intérieur vert français.,2023-12-15,2023-12-15,1847,CREDIT,virement,valide,19
2658,OP002658,Saint françois.,2023-11-25,2023-11-25,245,DEBIT,versement,en attente,19
2659,OP002659,Relation époque.,2023-12-09,2023-12-09,1768,CREDIT,retrait,en attente,19
2660,OP002660,Produire signer relation.,2023-11-09,2023-11-09,1202,CREDIT,versement,en attente,19
2661,OP002661,Dehors cerveau éclater.,2023-11-19,2023-11-19,1147,CREDIT,virement,valide,19
2662,OP002662,Plusieurs déjà.,2023-11-17,2023-11-17,544,CREDIT,versement,en attente,19
